Resume_ID,Name,Skills,Experience (Years),Education,Certifications,Job Role,Recruiter Decision,Salary Expectation ($),Projects Count,AI Score (0-100),Skills_list,Hire_binary,gender,ethnicity
962,Melanie Oliver,"SQL, Deep Learning, Python",9,B.Sc,Google ML,Data Scientist,Hire,96487,0,100,"['sql', 'deep learning', 'python']",1,female,unknown
963,Michael Hall,"Python, NLP, Pytorch, TensorFlow",5,B.Sc,Deep Learning Specialization,AI Researcher,Hire,48234,9,100,"['python', 'nlp', 'pytorch', 'tensorflow']",1,male,unknown
964,Mary Vasquez,"TensorFlow, NLP",6,PhD,AWS Certified,AI Researcher,Hire,64951,8,100,"['tensorflow', 'nlp']",1,female,Hispanic/Latino
965,Jason Jackson,"Cybersecurity, Linux, Ethical Hacking",2,PhD,None,Cybersecurity Analyst,Hire,51721,10,85,"['cybersecurity', 'linux', 'ethical hacking']",1,male,unknown
966,Elizabeth Stevenson,"SQL, Machine Learning, Deep Learning",8,M.Tech,None,Data Scientist,Hire,61880,8,100,"['sql', 'machine learning', 'deep learning']",1,female,unknown
967,Courtney Black,"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,None,Cybersecurity Analyst,Hire,56426,1,85,"['ethical hacking', 'linux', 'networking', 'cybersecurity']",1,female,unknown
968,Adriana Johnson,"Deep Learning, Python, Machine Learning, SQL",6,B.Sc,AWS Certified,Data Scientist,Hire,50340,0,90,"['deep learning', 'python', 'machine learning', 'sql']",1,female,unknown
969,Ashley Rice,"Pytorch, TensorFlow",0,M.Tech,AWS Certified,AI Researcher,Hire,99429,9,65,"['pytorch', 'tensorflow']",1,female,unknown
970,Mark Hughes,"Python, Machine Learning, SQL",9,PhD,Google ML,Data Scientist,Hire,104274,10,100,"['python', 'machine learning', 'sql']",1,male,unknown
971,Chloe Blake,"C++, React, SQL",0,MBA,None,Software Engineer,Reject,45815,7,50,"['c++', 'react', 'sql']",0,female,unknown
972,Jennifer Morris,"C++, SQL",8,B.Sc,Google ML,Software Engineer,Hire,112514,8,100,"['c++', 'sql']",1,female,unknown
973,Samuel Bright,"NLP, Python, Pytorch, TensorFlow",3,MBA,AWS Certified,AI Researcher,Hire,68738,6,90,"['nlp', 'python', 'pytorch', 'tensorflow']",1,male,unknown
974,Christopher Fernandez,"C++, Java, SQL",6,MBA,AWS Certified,Software Engineer,Hire,40595,1,90,"['c++', 'java', 'sql']",1,male,Hispanic/Latino
975,Vanessa Hampton,"TensorFlow, Pytorch, NLP, Python",1,B.Tech,AWS Certified,AI Researcher,Reject,86353,2,50,"['tensorflow', 'pytorch', 'nlp', 'python']",0,female,unknown
976,Erin Wells,"Cybersecurity, Linux, Ethical Hacking, Networking",7,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,95709,8,100,"['cybersecurity', 'linux', 'ethical hacking', 'networking']",1,female,unknown
977,Louis Spencer,"Python, NLP",3,B.Sc,None,AI Researcher,Hire,95270,7,75,"['python', 'nlp']",1,male,unknown
978,Sherry White,"React, C++, SQL, Java",7,M.Tech,Google ML,Software Engineer,Hire,67871,10,100,"['react', 'c++', 'sql', 'java']",1,female,unknown
979,Hunter Higgins,"SQL, Deep Learning, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,89128,0,100,"['sql', 'deep learning', 'machine learning']",1,male,unknown
980,Pamela Santos,"TensorFlow, NLP, Python",9,MBA,Google ML,AI Researcher,Hire,57419,7,100,"['tensorflow', 'nlp', 'python']",1,female,Hispanic/Latino
981,Juan Le,"Python, SQL, Machine Learning",3,B.Tech,AWS Certified,Data Scientist,Hire,71142,4,75,"['python', 'sql', 'machine learning']",1,male,Asian
982,Dakota Clark,"NLP, Python",10,PhD,Google ML,AI Researcher,Hire,100218,10,100,"['nlp', 'python']",1,unknown,unknown
983,Kristin Ferguson,"SQL, C++, Java",6,MBA,None,Software Engineer,Hire,49261,1,80,"['sql', 'c++', 'java']",1,female,unknown
984,Lisa Williamson,"Pytorch, NLP, Python, TensorFlow",1,M.Tech,Google ML,AI Researcher,Hire,94795,7,75,"['pytorch', 'nlp', 'python', 'tensorflow']",1,female,unknown
985,Nicholas Wheeler,"SQL, Deep Learning",0,PhD,Deep Learning Specialization,Data Scientist,Reject,118976,8,60,"['sql', 'deep learning']",0,male,unknown
986,Sean Jones,"React, SQL, Java",10,B.Sc,Deep Learning Specialization,Software Engineer,Hire,57933,3,100,"['react', 'sql', 'java']",1,male,unknown
987,Carolyn Little,"SQL, Deep Learning, Machine Learning",1,MBA,None,Data Scientist,Hire,44099,8,65,"['sql', 'deep learning', 'machine learning']",1,female,unknown
988,Anna Perez,"Pytorch, TensorFlow, NLP",2,M.Tech,Google ML,AI Researcher,Hire,76264,4,65,"['pytorch', 'tensorflow', 'nlp']",1,female,Hispanic/Latino
989,Christina Ball,"Python, NLP",5,B.Sc,Google ML,AI Researcher,Hire,54525,8,100,"['python', 'nlp']",1,female,unknown
990,Tracy Jennings,"Networking, Cybersecurity, Ethical Hacking, Linux",9,MBA,AWS Certified,Cybersecurity Analyst,Hire,45660,9,100,"['networking', 'cybersecurity', 'ethical hacking', 'linux']",1,unknown,unknown
991,Jennifer Martinez,"React, C++, Java, SQL",5,M.Tech,Google ML,Software Engineer,Hire,106646,4,100,"['react', 'c++', 'java', 'sql']",1,female,Hispanic/Latino
992,Jacob Davis,"Networking, Ethical Hacking, Linux, Cybersecurity",3,PhD,Google ML,Cybersecurity Analyst,Hire,115708,9,100,"['networking', 'ethical hacking', 'linux', 'cybersecurity']",1,male,unknown
993,Michael Dodson,"React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,Hire,50166,10,100,"['react', 'sql']",1,male,unknown
994,Tina Booth,"Cybersecurity, Ethical Hacking, Linux, Networking",1,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,60494,0,40,"['cybersecurity', 'ethical hacking', 'linux', 'networking']",0,female,unknown
995,Brian Hawkins,"React, Java",4,PhD,Google ML,Software Engineer,Hire,51742,6,90,"['react', 'java']",1,male,unknown
996,Brenda Williams,"Cybersecurity, Linux, Ethical Hacking",0,B.Sc,None,Cybersecurity Analyst,Reject,114364,9,60,"['cybersecurity', 'linux', 'ethical hacking']",0,female,unknown
997,Colleen Hicks,"Deep Learning, Machine Learning",0,MBA,Deep Learning Specialization,Data Scientist,Reject,103294,5,45,"['deep learning', 'machine learning']",0,female,unknown
998,Michelle Molina,"TensorFlow, NLP",0,B.Tech,Google ML,AI Researcher,Hire,113855,9,65,"['tensorflow', 'nlp']",1,female,Hispanic/Latino
999,Danielle Horn,"Linux, Networking, Cybersecurity, Ethical Hacking",8,PhD,AWS Certified,Cybersecurity Analyst,Hire,83146,10,100,"['linux', 'networking', 'cybersecurity', 'ethical hacking']",1,female,unknown
1000,Chad Collins,"SQL, Machine Learning, Python, Deep Learning",7,M.Tech,Deep Learning Specialization,Data Scientist,Hire,119474,3,100,"['sql', 'machine learning', 'python', 'deep learning']",1,male,unknown
